seat,state,first_name,surname,party_code,party_name,gender,incumbent
La Trobe,VIC,Michael,Schilling,GRN,Greens,M,0
La Trobe,VIC,Jason,Wood,LIB,Liberal,M,1
Lalor,VIC,Claudio,Aribe,VS,Victorian Socialists,M,0
Lalor,VIC,Patrizia,Barcatta,LDP,Liberal Democrats,F,0
Lalor,VIC,Jack,Boddeke,GRN,Greens,M,0
Lalor,VIC,Ravi,Gaddipati,LIB,Liberal,M,0
Lalor,VIC,Juanita,Paterson,UAP,United Australia,F,0
Lalor,VIC,Joanne,Ryan,ALP,Labor,F,1
Lalor,VIC,Claudio,Uribe,VS,Victorian Socialists,M,0
Leichhardt,QLD,Susanne,Bayly,AJP,Animal Justice,F,0
Leichhardt,QLD,Geena,Court,ON,One Nation,F,0
Leichhardt,QLD,Warren,Entsch,LNP,Liberal National,M,1
Leichhardt,QLD,Elida,Faith,ALP,Labor,F,0
Leichhardt,QLD,Daniel,Hannagan,UAP,United Australia,M,0
Leichhardt,QLD,Rod,Jensen,KAP,Katter's Australian Party,M,0
Leichhardt,QLD,Silvia,Mogorovich,IMO,Informed Medical Options,F,0
Leichhardt,QLD,Phillip,Musumeci,GRN,Greens,M,0
Leichhardt,QLD,Pat,O'Shane,SA,Socialist Alliance,F,0
Lilley,QLD,Daniel,Freshwater,LDP,Liberal Democrats,M,0
Lilley,QLD,Gerardine,Hoogland,UAP,United Australia,F,0
Lilley,QLD,Vivian,Lobo,LNP,Liberal National,M,0
Lilley,QLD,Stephen,McGrath,IMO,Informed Medical Options,M,0
Lilley,QLD,Melissa,Stevens,GRN,Greens,F,0
Lilley,QLD,Anika,Wells,ALP,Labor,F,1
Lilley,QLD,Michelle,Wilde,ON,One Nation,F,0
Lindsay,NSW,Melissa,McIntosh,LIB,Liberal,F,1
Lindsay,NSW,Pieter-Joris,Morrsink,GRN,Greens,M,0
Lindsay,NSW,Rebekah,Ray,IMO,Informed Medical Options,F,0
Lindsay,NSW,Trevor,Ross,ALP,Labor,M,0
Lindsay,NSW,Kristina,Schupp,UAP,United Australia,F,0
Lingiari,NT,Tim,Gallard,ON,One Nation,M,0
Lingiari,NT,Thong Sum,Lee,ACP,Citizens Party,M,0
Lingiari,NT,Allan,McLeod,UAP,United Australia,M,0
Lingiari,NT,Damien,Ryan,CLP,Country Liberal,M,0
Lingiari,NT,Marion,Scrymgour,ALP,Labor,F,0
Longman,QLD,Rebecca,Fanning,ALP,Labor,F,0
Longman,QLD,Paula,Gilbard,AJP,Animal Justice,F,0
Longman,QLD,Jens,Lipponer,LDP,Liberal Democrats,M,0
Longman,QLD,Earl,Snijders,GRN,Greens,M,0
Longman,QLD,Stefanie,Sutherland,UAP,United Australia,F,0
Longman,QLD,Ross,Taylor,ON,One Nation,M,0
Longman,QLD,Terry,Young,LNP,Liberal National,M,1
Lyne,NSW,Karl,Attenborough,GRN,Greens,M,0
Lyne,NSW,David,Gillespie,NAT,Nationals,M,1
Lyne,NSW,Joel,Putland,UAP,United Australia,M,0
Lyne,NSW,Alex,Simpson,ALP,Labor,M,0
Lyons,TAS,Susie,Bower,LIB,Liberal,F,0
Lyons,TAS,Emma,Goyne,ON,One Nation,F,0
Lyons,TAS,Liz,Johnstone,GRN,Greens,F,0
Lyons,TAS,Brian,Mitchell,ALP,Labor,M,1
Lyons,TAS,Rohan,Peterson,UAP,United Australia,M,0
Lyons,TAS,Troy,Pfitzner,JLN,Jacqui Lambie Network,M,0
Macarthur,NSW,Mike,Freelander,ALP,Labor,M,1
Macarthur,NSW,Scott,Korman,LDP,Liberal Democrats,M,0
Macarthur,NSW,Rosetta,Sicari,UAP,United Australia,F,0
Macarthur,NSW,Adam,Zahra,ON,One Nation,M,0
Mackellar,NSW,Christopher,Ball,UAP,United Australia,M,0
Mackellar,NSW,Jason,Falinski,LIB,Liberal,M,1
Mackellar,NSW,Paula,Goodman,ALP,Labor,F,0
Mackellar,NSW,Ethan,Hrnjak,GRN,Greens,M,0
Mackellar,NSW,Sophie,Scamps,IND,Independent,F,0
Mackellar,NSW,Barry,Steele,TNL,New Liberals,M,0
Macnamara,VIC,Josh,Burns,ALP,Labor,M,1
Macnamara,VIC,Colleen,Harkin,LIB,Liberal,F,0
Macnamara,VIC,Jane,Hickey,UAP,United Australia,F,0
Macnamara,VIC,Steph,Hodgins-May,GRN,Greens,F,0
Macnamara,VIC,Rob,McCathie,LDP,Liberal Democrats,M,0
Macquarie,NSW,Nicole,Evans,UAP,United Australia,F,0
Macquarie,NSW,Tony,Hickey,GRN,Greens,M,0
Macquarie,NSW,James,Jackson,LDP,Liberal Democrats,M,0
Macquarie,NSW,Greg,Keightley,AJP,Animal Justice,M,0
Macquarie,NSW,Michelle,Palmer,IMO,Informed Medical Options,F,0
Macquarie,NSW,Sarah,Richards,LIB,Liberal,F,0
Macquarie,NSW,Susan,Templeman,ALP,Labor,F,1
Makin,SA,Kimberley,Drozdoff,UAP,United Australia,F,0
Makin,SA,Alan,Howard-Jones,LIB,Liberal,M,0
Makin,SA,Emma,Mustaca,GRN,Greens,F,0
Makin,SA,Tony,Zappia,ALP,Labor,M,1
Mallee,VIC,Sophie,Baldwin,IND,Independent,F,0
Mallee,VIC,Claudia,Haenel,IND,Independent,F,0
Mallee,VIC,Stuart,King,UAP,United Australia,M,0
Mallee,VIC,Chris,Lahy,ACP,Citizens Party,M,0
Mallee,VIC,Anne,Webster,NAT,Nationals,F,1
Maranoa,QLD,Mike,Kelly,ON,One Nation,M,0
Maranoa,QLD,Dave,Kerrigan,ALP,Labor,M,0
Maranoa,QLD,David,Littleproud,LNP,Liberal National,M,1
Maranoa,QLD,Nathan,McDonald,UAP,United Australia,M,0
Maranoa,QLD,Elissa,Parker,GRN,Greens,F,0
Maribyrnong,VIC,Darren,Besanko,UAP,United Australia,M,0
Maribyrnong,VIC,Mark,Hobart,GAP,Great Australian Party,M,0
Maribyrnong,VIC,Daniel,Nair Dadich,VS,Victorian Socialists,M,0
Maribyrnong,VIC,Rhonda,Pryor,GRN,Greens,F,0
Maribyrnong,VIC,Bill,Shorten,ALP,Labor,M,1
Maribyrnong,VIC,Cameron,Smith,LDP,Liberal Democrats,M,0
Mayo,SA,Marisa,Bell,ALP,Labor,F,0
Mayo,SA,Allison,Bluck,LIB,Liberal,F,0
Mayo,SA,Greg,Elliott,GRN,Greens,M,0
Mayo,SA,Samantha,McGrail,UAP,United Australia,F,0
Mayo,SA,Rebekha,Sharkie,CA,Centre Alliance,F,1
McEwen,VIC,Neil,Barker,GRN,Greens,M,0
McEwen,VIC,John,Herron,LDP,Liberal Democrats,M,0
McEwen,VIC,Paul,McRae,UAP,United Australia,M,0
McEwen,VIC,Rob,Mitchell,ALP,Labor,M,1
McEwen,VIC,Richard,Welch,LIB,Liberal,M,0
McMahon,NSW,Chris,Bowen,ALP,Labor,M,1
McMahon,NSW,Astrid,O'Neill,GRN,Greens,F,0
McMahon,NSW,Marie,Saliba,UAP,United Australia,F,0
McMahon,NSW,Cameron,Shamsabad,LDP,Liberal Democrats,M,0
McMahon,NSW,Vivek,Singha,LIB,Liberal,M,0
McPherson,QLD,Karen,Andrews,LNP,Liberal National,F,1
McPherson,QLD,Joshua,Berrigan,UAP,United Australia,M,0
McPherson,QLD,Andy,Cullen,AVP,Australian Values,M,0
McPherson,QLD,Kevin,Hargraves,ON,One Nation,M,0
McPherson,QLD,Glenn,Pyne,LDP,Liberal Democrats,M,0
McPherson,QLD,Scott,Turner,GRN,Greens,M,0
McPherson,QLD,Carl,Ungerer,ALP,Labor,M,0
Melbourne,VIC,Adam,Bandt,GRN,Greens,M,1
Melbourne,VIC,Colleen,Bolger,VS,Victorian Socialists,F,0
Melbourne,VIC,Justin,Borg,UAP,United Australia,M,0
Melbourne,VIC,James,Damches,LIB,Liberal,M,0
Melbourne,VIC,Keir,Paterson,ALP,Labor,M,0
Melbourne,VIC,Richard,Peppard,LDP,Liberal Democrats,M,0
Melbourne,VIC,Bruce,Poon,AJP,Animal Justice,M,0
Melbourne,VIC,Walter,Stragan,ON,One Nation,M,0
Menzies,VIC,Greg,Cheesman,LDP,Liberal Democrats,M,0
Menzies,VIC,Naomi,Oakley,ALP,Labor,F,0
Menzies,VIC,Bill,Pheasant,GRN,Greens,M,0
Menzies,VIC,Nathan,Scaglione,UAP,United Australia,M,0
Menzies,VIC,Keith,Wolahan,LIB,Liberal,M,0
Mitchell,NSW,Matt,Cox,GRN,Greens,M,0
Mitchell,NSW,Linda,Daniel,UAP,United Australia,F,0
Mitchell,NSW,Alex,Hawke,LIB,Liberal,M,1
Monash,VIC,Russell,Broadbent,LIB,Liberal,M,1
Monash,VIC,Meg,Edwards,LDP,Liberal Democrats,F,0
Monash,VIC,Allan,Hicken,ON,One Nation,M,0
Monash,VIC,Deb,Leonard,IND,Independent,F,0
Monash,VIC,Christine,McShane,UAP,United Australia,F,0
Monash,VIC,Mat,Morgan,GRN,Greens,M,0
Monash,VIC,Jessica,O'Donnell,ALP,Labor,F,0
Moncrieff,QLD,Angie,Bell,LNP,Liberal National,F,1
Moncrieff,QLD,April,Broadbent,GRN,Greens,F,0
Moncrieff,QLD,Diane,Demetre,LDP,Liberal Democrats,F,0
Moncrieff,QLD,Glen,Palmer,ALP,Labor,M,0
Moncrieff,QLD,Leeanne,Schultz,ON,One Nation,F,0
Moncrieff,QLD,Dean,Vegas,UAP,United Australia,M,0
Moore,WA,Sue,Andersson,GAP,Great Australian Party,F,0
Moore,WA,Mark,Cooper,GRN,Greens,M,0
Moore,WA,Tom,French,ALP,Labor,M,0
Moore,WA,Ian,Goodenough,LIB,Liberal,M,1
Moore,WA,Helen,Watkinson,UAP,United Australia,F,0
Moreton,QLD,Chelsea,Follett,UAP,United Australia,F,0
Moreton,QLD,Claire,Garton,GRN,Greens,F,0
Moreton,QLD,Steven,Huang,LNP,Liberal National,M,0
Moreton,QLD,Graham,Perrett,ALP,Labor,M,1
New England,NSW,Cindy,Duncan,UAP,United Australia,F,0
New England,NSW,Laura,Hughes,ALP,Labor,F,0
New England,NSW,Barnaby,Joyce,NAT,Nationals,M,1
New England,NSW,Carol,Sparks,GRN,Greens,F,0
Newcastle,NSW,Emily,Brollo,AJP,Animal Justice,F,0
Newcastle,NSW,Sharon,Claydon,ALP,Labor,F,1
Newcastle,NSW,Amanda,Cook,UAP,United Australia,F,0
Newcastle,NSW,William,Hussey,IMO,Informed Medical Options,M,0
Newcastle,NSW,Charlotte,McCabe,GRN,Greens,F,0
Newcastle,NSW,Katrina,Wark,LIB,Liberal,F,0
Newcastle,NSW,Mark,Watson,ON,One Nation,M,0
Nicholls,VIC,Sam,Birrell,NAT,Nationals,M,0
Nicholls,VIC,Steve,Brooks,LIB,Liberal,M,0
Nicholls,VIC,Jeff,Davy,ACP,Citizens Party,M,0
Nicholls,VIC,Robert,Peterson,UAP,United Australia,M,0
Nicholls,VIC,Rob,Priestly,IND,Independent,M,0
Nicholls,VIC,Rikkie-Lee,Tyrrell,ON,One Nation,F,0
North Sydney,NSW,Sam,Gunning,LDP,Liberal Democrats,M,0
North Sydney,NSW,Victor,Kline,TNL,New Liberals,M,0
North Sydney,NSW,Robert,Nalbandian,UAP,United Australia,M,0
North Sydney,NSW,Catherine,Renshaw,ALP,Labor,F,0
North Sydney,NSW,Lynne,Saville,GRN,Greens,F,0
North Sydney,NSW,Kylea,Tink,IND,Independent,F,0
North Sydney,NSW,Trent,Zimmerman,LIB,Liberal,M,1
O'Connor,WA,Brenden,Barber,GAP,Great Australian Party,M,0
O'Connor,WA,Justin,Moseley,CHR,Australian Christians,M,0
O'Connor,WA,Tracy,Tirronen,UAP,United Australia,F,0
O'Connor,WA,Giz,Watson,GRN,Greens,F,0
O'Connor,WA,Shaneane,Weldon,ALP,Labor,F,0
O'Connor,WA,Rick,Wilson,LIB,Liberal,M,1
Oxley,QLD,Timothy,Coombes,UAP,United Australia,M,0
Oxley,QLD,Milton,Dick,ALP,Labor,M,1
Oxley,QLD,Chris,Green,LNP,Liberal National,M,0
Oxley,QLD,Asha,Worsteling,GRN,Greens,F,0
Page,NSW,Patrick,Deegan,ALP,Labor,M,0
Page,NSW,Brett,Duroux,IAP,Indigenous-Aboriginal Party,M,0
Page,NSW,Kevin,Hogan,NAT,Nationals,M,1
Page,NSW,Serge,Killingbeck,TNL,New Liberals,M,0
Page,NSW,Hanabeth,Luke,IND,Independent,F,0
Page,NSW,Kashmir,Miller,GRN,Greens,F,0
Page,NSW,Ian,Williamson,UAP,United Australia,M,0
Parkes,NSW,Jack,Ayoub,ALP,Labor,M,0
Parkes,NSW,Mark,Coulton,NAT,Nationals,M,1
Parkes,NSW,Ben,Fox,IMO,Informed Medical Options,M,0
Parkes,NSW,Trish,Frail,GRN,Greens,F,0
Parkes,NSW,Stuart,Howe,IND,Independent,M,0
Parkes,NSW,Peter,Rothwell,LDP,Liberal Democrats,M,0
Parkes,NSW,Petrus,Van Der Steen,UAP,United Australia,M,0
Parramatta,NSW,Phil,Bradley,GRN,Greens,M,0
Parramatta,NSW,Andrew,Charlton,ALP,Labor,M,0
Parramatta,NSW,Julian,Fayad,UAP,United Australia,M,0
Parramatta,NSW,Maria,Kovacic,LIB,Liberal,F,0
Parramatta,NSW,Rob,Sinclair,IND,Independent,M,0
Parramatta,NSW,Liza,Tazewell,LDP,Liberal Democrats,F,0
Paterson,NSW,Sonia,Bailey,LDP,Liberal Democrats,F,0
Paterson,NSW,Louise,Ihlein,GRN,Greens,F,0
Paterson,NSW,Angela,Ketas,IMO,Informed Medical Options,F,0
Paterson,NSW,Jason,Olbourne,UAP,United Australia,M,0
Paterson,NSW,Meryl,Swanson,ALP,Labor,F,1
Paterson,NSW,Neil,Turner,ON,One Nation,M,0
Paterson,NSW,Brooke,Vitnell,LIB,Liberal,F,0
Pearce,WA,Linda,Aitken,LIB,Liberal,F,0
Pearce,WA,Trevor,Dalby,UAP,United Australia,M,0
Pearce,WA,Bradley,Joncevski,LDP,Liberal Democrats,M,0
Pearce,WA,Aaron,Malloy,ON,One Nation,M,0
Pearce,WA,Vanessa,Montgomery,CHR,Australian Christians,F,0
Pearce,WA,Donna,Nelson,GRN,Greens,F,0
Pearce,WA,Tracey,Roberts,ALP,Labor,F,0
Pearce,WA,Roz,Stewart,GAP,Great Australian Party,F,0
Perth,WA,David,Dwyer,LIB,Liberal,M,0
Perth,WA,Sonya,Eberhart,UAP,United Australia,F,0
Perth,WA,Patrick,Gorman,ALP,Labor,M,1
Perth,WA,Evan,Nickols,LDP,Liberal Democrats,M,0
Perth,WA,Caroline,Perks,GRN,Greens,F,0
Perth,WA,Dean,Powell,CHR,Australian Christians,M,0
Perth,WA,Sarah,Szmekura-Moor,AJP,Animal Justice,F,0
Petrie,QLD,Chris,Cicchitti,AJP,Animal Justice,M,0
Petrie,QLD,Mick,Denton,ALP,Labor,M,0
Petrie,QLD,Kelly,Guenoun,UAP,United Australia,F,0
Petrie,QLD,Luke,Howarth,LNP,Liberal National,M,1
Petrie,QLD,Will,Simon,GRN,Greens,M,0
Rankin,QLD,Jim,Chalmers,ALP,Labor,M,1
Rankin,QLD,Suzanne,Clarke,AJP,Animal Justice,F,0
Rankin,QLD,Glen,Cookson,ON,One Nation,M,0
Rankin,QLD,Neil,Cotter,GRN,Greens,M,0
Rankin,QLD,Jeffery,Crank,UAP,United Australia,M,0
Reid,NSW,Natalie,Baini,IND,Independent,F,0
Reid,NSW,Simeon,Boikov,IND,Independent,M,0
Reid,NSW,Jamal,Daoud,UAP,United Australia,M,0
Reid,NSW,Charles,Jago,GRN,Greens,M,0
Reid,NSW,Sahar,Khalili,FUS,Fusion,F,0
Reid,NSW,Fiona,Martin,LIB,Liberal,F,1
Reid,NSW,Clinton,Mead,LDP,Liberal Democrats,M,0
Reid,NSW,Sally,Sitou,ALP,Labor,F,0
Richmond,NSW,Gary,Biggs,LDP,Liberal Democrats,M,0
Richmond,NSW,Justine,Elliot,ALP,Labor,F,1
Richmond,NSW,Kimberley,Hone,NAT,Nationals,F,0
Richmond,NSW,Nathan,Jones,IND,Independent,M,0
Richmond,NSW,Rob,Marks,UAP,United Australia,M,0
Richmond,NSW,Mandy,Nolan,GRN,Greens,F,0
Richmond,NSW,Monica,Shepherd,IMO,Informed Medical Options,F,0
Riverina,NSW,Mark,Jeffreson,ALP,Labor,M,0
Riverina,NSW,Daniel,Martelozzo,UAP,United Australia,M,0
Riverina,NSW,Michael,McCormack,NAT,Nationals,M,1
Riverina,NSW,Dean,McCrae,LDP,Liberal Democrats,M,0
Riverina,NSW,Michael,Organ,GRN,Greens,M,0
Riverina,NSW,Pennie,Scott,IND,Independent,F,0
Robertson,NSW,Melinda,Arnold,TNL,New Liberals,F,0
Robertson,NSW,Paul,Borthwick,ACP,Citizens Party,M,0
Robertson,NSW,Vania,Holt,IND,Independent,F,0
Robertson,NSW,Jeff,Lawson,IAP,Indigenous-Aboriginal Party,F,0
Robertson,NSW,Bentley,Logan,LDP,Liberal Democrats,M,0
Robertson,NSW,Kate,Mason,IMO,Informed Medical Options,F,0
Robertson,NSW,Shelly,McGrath,GRN,Greens,F,0
Robertson,NSW,Patrick,Murphy,AJP,Animal Justice,M,0
Robertson,NSW,Barbara-Jane,Murray,UAP,United Australia,F,0
Robertson,NSW,Gordon,Reid,ALP,Labor,M,0
Robertson,NSW,Lucy,Wicks,LIB,Liberal,F,1
Ryan,QLD,Damian,Coory,LDP,Liberal Democrats,M,0
Ryan,QLD,Peter,Cossar,ALP,Labor,M,0
Ryan,QLD,Axel,Dancoisne,IND,Independent,M,0
Ryan,QLD,Janine,Rees,PRO,Progressives,F,0
Ryan,QLD,Julian,Simmonds,LNP,Liberal National,M,1
Ryan,QLD,Elizabeth,Watson-Brown,GRN,Greens,F,0
Ryan,QLD,Bernard,Wong,UAP,United Australia,M,0
Scullin,VIC,Yassin,Albarri,UAP,United Australia,M,0
Scullin,VIC,Andrew,Giles,ALP,Labor,M,1
Scullin,VIC,Eric,Koelmeyer,LDP,Liberal Democrats,M,0
Scullin,VIC,Jenny,Mulholland,LIB,Liberal,F,0
Scullin,VIC,Patchouli,Paterson,GRN,Greens,F,0
Scullin,VIC,Cameron,Rowe,VS,Victorian Socialists,M,0
Scullin,VIC,Ursula,Van Bree,ON,One Nation,F,0
Shortland,NSW,Pat,Conroy,ALP,Labor,M,1
Shortland,NSW,Kim,Grierson,GRN,Greens,F,0
Shortland,NSW,Quintin,King,ON,One Nation,M,0
Shortland,NSW,Kenneth,Maxwell,UAP,United Australia,M,0
Shortland,NSW,Nell,McGill,LIB,Liberal,F,0
Shortland,NSW,Barry,Reed,LDP,Liberal Democrats,M,0
Shortland,NSW,Bree,Roberts,AJP,Animal Justice,F,0
Solomon,NT,Kylie,Bonanni,LDP,Liberal Democrats,F,0
Solomon,NT,Luke,Gosling,ALP,Labor,M,1
Solomon,NT,Jed,Hansen,IND,Independent,M,0
Solomon,NT,Tina,MacFarlane,CLP,Country Liberal,F,0
Solomon,NT,Tayla,Selfe,UAP,United Australia,F,0
Spence,SA,Matt,Burnell,ALP,Labor,M,0
Spence,SA,Linda,Champion,ON,One Nation,F,0
Spence,SA,David,Deex,GRN,Greens,M,0
Spence,SA,Daniel,Sugars,GAP,Great Australian Party,M,0
Spence,SA,Alvin,Warren,UAP,United Australia,M,0
Spence,SA,Ritan,Zeid,LIB,Liberal,M,0
Sturt,SA,Sonja,Baram,ALP,Labor,F,0
Sturt,SA,Inty,Elham,DA,Democratic Alliance,F,0
Sturt,SA,Angela,Fulco,PRO,Progressives,F,0
Sturt,SA,Stephen,Grant,UAP,United Australia,M,0
Sturt,SA,Katie,McCusker,GRN,Greens,F,0
Sturt,SA,Chris,Schmidt,TNL,New Liberals,M,0
Sturt,SA,James,Stevens,LIB,Liberal,M,1
Swan,WA,Dena,Gower,CHR,Australian Christians,F,0
Swan,WA,Timothy,Green,AJP,Animal Justice,M,0
Swan,WA,Paul,Hilton,UAP,United Australia,M,0
Swan,WA,Zaneta,Mascarenhas,ALP,Labor,F,0
Swan,WA,Kristy,McSweeney,LIB,Liberal,F,0
Swan,WA,Tony,Stokes,IND,Independent,M,0
Swan,WA,Clint,Uink,GRN,Greens,M,0
Sydney,NSW,Andrew,Chuter,SA,Socialist Alliance,M,0
Sydney,NSW,Vanessa,Hadchiti,UAP,United Australia,F,0
Sydney,NSW,Tanya,Plibersek,ALP,Labor,F,1
Sydney,NSW,Chetan,Sahai,GRN,Greens,M,0
Tangney,WA,Jacqueline,Holroyd,LDP,Liberal Democrats,F,0
Tangney,WA,Sam,Lim,ALP,Labor,M,0
Tangney,WA,Travis,Mark,UAP,United Australia,M,0
Tangney,WA,Ben,Morton,LIB,Liberal,M,1
Tangney,WA,Adam Abdul,Razak,GRN,Greens,M,0
Tangney,WA,Mark,Staer,CHR,Australian Christians,M,0
Wannon,VIC,Alex,Dyson,IND,Independent,M,0
Wannon,VIC,Craige,Kensen,UAP,United Australia,M,0
Wannon,VIC,Hilary,McAllister,GRN,Greens,F,0
Wannon,VIC,Amanda,Mead,LDP,Liberal Democrats,F,0
Wannon,VIC,Dan,Tehan,LIB,Liberal,M,1
Wannon,VIC,Gilbert,Wilson,ALP,Labor,M,0
Warringah,NSW,Katherine,Deves,LIB,Liberal,F,0
Warringah,NSW,Kristyn,Glanville,GRN,Greens,F,0
Warringah,NSW,David,Mickelburgh,ALP,Labor,M,0
Warringah,NSW,Kate,Paterson,AJP,Animal Justice,F,0
Warringah,NSW,Andrew,Robertson,UAP,United Australia,M,0
Warringah,NSW,Zali,Steggall,IND,Independent,F,1
Warringah,NSW,Dajen,Tinkler,LDP,Liberal Democrats,M,0
Warringah,NSW,Steven,Tripp,ON,One Nation,M,0
Watson,NSW,Tony,Burke,ALP,Labor,M,1
Watson,NSW,John,Koukoulis,UAP,United Australia,M,0
Watson,NSW,Bradley,Schott,GRN,Greens,M,0
Wentworth,NSW,Natalie,Dumer,UAP,United Australia,F,0
Wentworth,NSW,Daniel,Lewkovitz,LDP,Liberal Democrats,M,0
Wentworth,NSW,Tim,Murray,ALP,Labor,M,0
Wentworth,NSW,Dave,Sharma,LIB,Liberal,M,1
Wentworth,NSW,Allegra,Spender,IND,Independent,F,0
Wentworth,NSW,Dominic,Wy Kanak,GRN,Greens,M,0
Werriwa,NSW,Sam,Kayal,LIB,Liberal,M,0
Werriwa,NSW,Tony,Nikolic,UAP,United Australia,M,0
Werriwa,NSW,Apurva,Shukla,GRN,Greens,M,0
Werriwa,NSW,Anne,Stanley,ALP,Labor,F,1
Werriwa,NSW,Victor,Tey,LDP,Liberal Democrats,M,0
Whitlam,NSW,Mike,Cains,LIB,Liberal,M,0
Whitlam,NSW,Jamie,Dixon,GRN,Greens,M,0
Whitlam,NSW,Stephen,Jones,ALP,Labor,M,1
Whitlam,NSW,Michael,Wheeler,LDP,Liberal Democrats,M,0
Whitlam,NSW,Allan,Wode,UAP,United Australia,M,0
Wide Bay,QLD,Craig,Armstrong,GRN,Greens,M,0
Wide Bay,QLD,Tracy,Bennett,UAP,United Australia,F,0
Wide Bay,QLD,Nathan,Buckley,ON,One Nation,M,0
Wide Bay,QLD,Kelli,Jacobi,IND,Independent,F,0
Wide Bay,QLD,Tim,Jerome,IND,Independent,M,0
Wide Bay,QLD,Andrea,Newland,IMO,Informed Medical Options,F,0
Wide Bay,QLD,Llew,O'Brien,LNP,Liberal National,M,1
Wide Bay,QLD,Daniel,Williams,AVP,Australian Values,M,0
Wide Bay,QLD,Geoff,Williams,ALP,Labor,M,0
Wills,VIC,Emma,Black,VS,Victorian Socialists,F,0
Wills,VIC,Sue,Bolton,SA,Socialist Alliance,F,0
Wills,VIC,Michael,El-Hajja,UAP,United Australia,M,0
Wills,VIC,Leah,Horsfall,AJP,Animal Justice,F,0
Wills,VIC,Sarah,Jefford,GRN,Greens,F,0
Wills,VIC,Peter,Khalil,ALP,Labor,M,1
Wills,VIC,Tom,Wright,LIB,Liberal,M,0
Wright,QLD,Scott,Buchholz,LNP,Liberal National,M,1
Wright,QLD,Cassandra,Duffill,UAP,United Australia,F,0
Wright,QLD,Keith,Hicks,ON,One Nation,M,0
Wright,QLD,Pam,McCreadie,ALP,Labor,F,0
Wright,QLD,Nicole,Thompson,GRN,Greens,F,0
